rating,text
5,"Awesome & friendly staffs! Super clean & neat environment, very efficient with their customer service. Highly recommend bty DENTAL - Mountain View to all my families & friends out there & to the public as well. See you again soon bty Dental, keep up the excellent work, thank you!!!"
5,All staff and doctors are great!! I highly recommend btyDENTAL!! Thank you!
5,Very great workers and well done job here
5,"BTY Dental - Mountain View is the best dentistry I've ever been to. I haven't been to the dentist since eighth grade, and I was absolutely afraid to go. But then I had a massive wisdom tooth that required an immediate extraction. And Dr. Ok-Kyu Lee, along with his awesome team. Did an amazing job at answering all my questions and concerns about everything, making me feel extremely comfortable and extracted the tooth with the least amount of pain."
5,"The staff are great, got me in right away and took great care of my teeth, and didn\u2019t make me feel bad about it"
5,It was a great experience they genuinely cared about my teeth and told me steps to avoid losing them in the future thank you guys sooo much
5,Very good service 
5,Fast and good service
5,Very quick and efficient!
5,Highly recommend! Everyone there is very kind & very professional! Thank you for taking care of my family\u2019s dental needs with genuine care!
5,Best service!!!
5,"It's been the best experience I had today! Clean facility. Wonderful staff. Beth was awesome! Super friendly and the kids loved her. Sydney, Jenny and Dr you was wonderful. Super friendly and fast. They definitely care about my needed helped me gwet through everything!"
5,Sunny Arnold KAP! The staff here at bty did an excellent job. I would let church members know that bty is a great place to get dental service.
5,Loved my experience here they took great care of me and were very patient with me! I\u2019m such a baby when it comes to getting dental work done they were awesome and I would recommend this place! 
5,I called bty dental spoke with Bethany to reschedule today's visit from 4pm to 6pm she was so helpful. Then when I arrived for my appointment she greeted us in a friendly manner and assisted and explained all the paperwork. Dr Jones explained everything thoroughly  and reassured me and made me feel super comfortable within the appt.  Tyler and sohyun were also super friendly and caring about my needs and my kids needs as they were doing my treatment. One of the best experiences! I'd refer anyone here!
5,Great Service
5,"Dr Li and Sydney were very friend, fast and efficient. They were able to see my three and myself. We would definitely refer people here."
5,My visit was awesome. Such great service. Quick and efficient as well. Beth the front desk answered all my questions and got me an appointment right away. No wait at all. Dr cha was fantastic and Tyler was very friendly. Best service ive had in years.
5,"Dr. Kim along with Yer did a great job on my crown and I love it! So anybody willing to go to buy, they do a good job!"
5,"Dr. Jones, Dr. Walker, and Beth were very courteous,  professional,  and fun durimg the time spent here! They were very helpful in answering my questions and concerns.  I recommend them to all my family,  friends, and coworkers."
5,"Mackynzie, Kim, and Whitney were so kind to me! Nice and friendly place! Prices are affordable and trying to work with me financially as well!"
5,Had a Great experience here with dr.Lee & Asst Willow. They Made me feel much more comfortable with my teeth and my extraction .  thank you guys for the awesome work
5,"Loved getting seen today they did a amazing job with me and my two kids and my wife!! Fast friendly!! My wife needed to wait while I got some work done they let our two year old play with toys and color!! I recommend them!!!! Well just went back today they did amazing job on my son!\n\n11-5-18\nSeen today by Dr.Hyung, Jan and Kap!\nThey have been amazing with all four kids! The three of them have helped/worked on all four kids today! Ages two through nine years old! We will be coming back again for more check ups as needed! They were very good with my two year and four year old the whole time! Thank you guys keep up the good work!"
5,"All the staff are very friendly, personable, and educated. The whole clinic is super clean, modern, and well taken care of. Great dental experience :)"
5,Dr. Kim and Kelli were very professional and informative I will definitely be coming back for my dental care needs
1,"So long story but they're scammers for people in the military! I went in to have an exam and fillings done and the total came out to 400$! I thought that was completely wrong!! So I called my insurance and turns out I was right! I should've only been paying 50$ for the all the fillings and when I called BTY to confront them all they said is they haven't received their money from my insurance and that I still needed to pay and would not get reimbursed I literally went the other day insurance takes a bit to take over...and they wanted their money up front with running it through my insurance, they also said I needed 2 crown and I got a second opinion because I'm only 19! And I've never had a problem with my teeth so I went to another dentist to look and he said nothing was wrong with my teeth and I probably didn't need the fillings to begin with and they did such a bad job on the fillings too to the point my gums and teeth hurt so bad I can't stop crying"
5,Everyone was great! Dr. Funmi was awesome. Thanks for the great service. Shout out to Sydney.
5,"Tricia, Tracy, Whitney, and dr. Abosede were really nice and funny! My family and I enjoyed our time here! Thank you very much!"
5,Wonderful experience and kind staff Dr. Cha and Amber did an amazing and efficient job and made my family feel so comfortable. Thank you! We will be back.
5,Thank you to Dr dlee and Tracy for doing my treatment and Thank you Kap and corey got scheduling me and great customer service. I recommend bty!
5,Rating this place 5 stars because i really enjoyed my last visit!!! and the staff were really nice!
5,Sydney was very very nice she is very professional I really appreciate and love her service.  I would strongly recommend her a good bonus and a raise.
5,"Great Friendly Staff , made sure the job was done in a timely manner.The Doctor, She really brought my beautiful smile back to life.Would Recommend to Family and Friends."
5,Very convenient location and no pain with the cleaning and staff very nice and helpful.
5,"btyDENTAL IS ONE OF THE MOST CONVENIENT DENTISTRY TO VISIT, STRAIGHT FROM WORK IN PAIN NEEDED WORK DONE FAST THEY WAS ABLE TO IN AN OUT WITHOUT PAIN, EXPERIENCE WAS GREAT. TODAY MY WIFE'S FIRST VISIT AN SO FAR SO SO GOOD. THANKS BTYDENTAL MTV LOCATION"
5,"My boyfriend came here for an appointment , and I can speak for him to say the appointment was convenient , fast and thorough ! The staff was on point with there jobs and focused on their objectives . They were delineate to my boyfriend about every procedure before it's done . Very professional and very dedicated ."
4,"Quick, convenient, and professional.\nThanks MS York And Doc. Sam!"
5,"Good customer service , staff are very helpful and polite . I would highly recommend BTY they are very professional."
5,"I have avoided going to dentists my adult life since everytime i went i had terrible experiences!!! This place has changed my views... Excellent doctor and staff. My 1st visit they explained the limits of my coverage...what they could do, what they reccommended and when my insurace rolled over i was back for more! Highly reccommend them. Friendly fast and great hours!"
5,"Thank you Dr Hyung, Dr Abosede for for taking care of my daughters. And thank you to Ara, Kelsey and Whitney for all your help and great service! :)"
5,Thank you bty dental for your friendly staff ! And always making me feel comfortable! This is the only dental I trust !
5,Really awesome! Great experience. Thank you doctor you.beth and bella\ud83d\ude0a
5,"I highly recommend it.  I was usually afraid of dentists, no anymore! Great service and staff."
5,Staffs are super nice!!! And you also get 2 free movie tickets if you refer anyone..I already got 6!!!
5,Glad we finally chose to swing by ! Staff was very friendly and professional. Not only did we get Excellent service buuuut they also helped ME get more sleep now that my fianc\u00e9\u2019s bad tooth is out. Hehe
5,"The environment is nice ! Dr. Han, Rachel, and Lindsey were really nice ! Good work \ud83d\udc4d\ud83c\udffc"
5,"The staff here, was an amazing Dr ohsie Tracy and sydney were compassionate, caring, understanding, and I recommend them to anyone. They truly are amazing..."
5,"They were awesome!! Thx to Jann, Kap & Dr. Hyung"
5,"Dr. Jones, Corey and beth did a wonderful job today. Thank you folks for your time."
5,I love bty dental fast friendly service no long waits and they are very friendly would refer to all my family and friends
5,"Great staff, friendly, accommodated having a 4 year old with me, would definitely recommend to friends and family!!"
5,Relaxed and quick. They were able to do the filings at the same time and even took out the rest of an old permanent retainer that had fallen out.
5,"Dr. Cha and his assistant Bethany  rock, appointments are available when needed. This place has been the most comfortable place I've experienced in getting dental work done."
5,Thanks for all your help today. Dr. Ohsie and Sydney were very fast and friendly.
4,Amber and Auttum were awesome for my cleaning today. Charlie Simon
1,"We have never been to any of the bty Dental clinics before and we won't be returning.\n\nUnderstandably we arrived and were informed they were behind about 30-45 minutes and we made the decision to reschedule for a different day.\n\nThen next visit we went to the appointment early and had to practically lay down on the couch while waiting (personal preference: that's not a good thing, I'd like to sit up not lay on high traffic furniture) but when we got called back into a exam room, we were going to be waiting bit longer and that's when I noticed things...  there was a patients x-ray's up and locked on the computer screen with a name, DOB, the floor was filthy, chairs, bed and trays weren't clean and had little bits and splatters on them, these items that should be routinely wiped down. I'm not going to let anyone put potentially unclean tools in my child's mouth. I was like nooope.  I took my child and walked out.\n\nI can't speak for the people as we didn't interact with the employees much but those experiences alone will have me not returning."
5,"My visit at Bty Dental was very pleasant, the staffs were really nice and the doctor job was pretty good done !! I'm happy"
5,"ANYONE GOING TO ANHC GO HERE INSTEAD!!! ANHC screwed up me and at least one other person's teeth because all they care about it going through as many people as they can.\n\nOn my first visit to BTY dental I liked them better than the dentist I had for my entire childhood. They actually ask you what kind of appointment you'd like. Quick but thorough, or slow and steady, talking or no talking, it's like they actually care about their customers! Bye ANHC you suck."
5,I had a wonderful and fun experience. They have really good dental asstiances with great customer service. I truly enjoyed mayra and dr. Mann. I do recommend this dental office
5,"Kimberly, Hunter, and Dr. Cha I had a wonderful experience, I walked in so scared and nervous they made me feel welcomed and everything was on point\ud83d\ude18"
5,Definitely recommend ! Got my wisdom teeth out probably under 30min only !!
5,The experience was awesome and i recommend dr.manesh and his assistant myra they made it wonderful i love it.
5,Dr. Cha is an amazing dentist and his assistant clairabelle was beyond an amazing person also i would definately recommend patients here all of the staff are very pleasant.
5,"Awesome Dr Man and assistance Willow, Cory fast and painless."
5,I like this place! I come here when I think about the dentist! You should come too!
5,Guy was good great staff and service\nCorey n Dr. Hyung
5,"Awesome Dr Man and assistance Willow, Cory fast and painless."
5,Great Service
5,Best dental I have been to! \u2764\ufe0f
5,Good job dr Han & Bella
5,"(Translated by Google) Genesis, park, bella\nThank you very much for your support for your kindness that helped us a lot your Spanish\n\n(Original)\nG\u00e9nesis , park, bella\nMuchas gracias por su apoyo por su amabilidad que nos ayudo mucho su espa\u00f1ol"
5, null
5, null
5, null
5, null
5, null
5, null
5, null
1, null
5, null
5, null
5, null
1,"ZERO STARS isn\u2019t an option. AAA Moving and Storage dba Allied Alaska. Too bad. Bad. Bad bad bad. We did an \u201cinternational move\u201d with these guys (Alaska to Massachusetts) that cost us over $20K. This is just a sample of how they packed our stuff. \u201cPacked\u201d \u2026 well, not really\u2026 more like tossed stuff in a box. That black bag is a tuxedo. You can see the assistant manager\u2019s card there in the box\u2026 don\u2019t call him\u2014call someone else. ANYONE else. My retirement case was wrapped in brown paper with a bit of cardboard on the face and back. Destroyed\u2014can\u2019t replace it. If you\u2019re military and stuck with these guys\u2014watch them like a hawk\u2014they do not care. And they NEVER initiated a call to let me know where our stuff was\u2014we had to call and beg to get status, and call and call and call. And they just didn\u2019t care once they had a check."
1,"In summary: Poor communication, poor customer service. Understandable that COVID has led to delays and set backs (on many fronts), but you can read the timeline below and judge for yourself.\nI did not end up using this company for my move due to so much miscommunication during the booking process.\n\nJune 26: Filled out Quote Request on website for a move date in mid-July. Completed video survey after speaking with agent on the phone.\n\nJuly 7: Had not yet received a quote by email, so I called their office. Quote was sent to me via email.\n\nJuly 9: I responded with my interest, expressing my desired move date to be the week of July 13. Agent Justise Johnson was kind enough to answer questions.\n\nJuly 10: I was asked by this same agent if I could be flexible with my move date, as they could not find any movers until Aug 6. I replied that I would prefer the week of July 13th, because I would have to extend my lease beyond Aug 1.\n\nJuly 15: No response, so I called their office. I spoke with Justise again, who stated that they could not do any better than Aug 6th, but they would contact me if they can find a moving company to move any sooner.\n\nJuly 21: No response (at this time I had already extended my lease), so I sent a follow-up email asking to see if anyone was available before Aug 6, and confirmed that Aug 6th would be acceptable if earlier was not available.\n\nJuly 27: No response, so I sent a follow-up email asking about a move time for Aug 6th.\n\nJuly 30: No response, so I sent a follow-up email about my follow-up email. I also called the office and left a message.\n\nJuly 31: No response, called the office again and left a message. Called Allied Van Lines, who transferred me to Coleman Group. Coleman Group got a hold of another agent (who was not my primary agent) who emailed me shortly after my call with Coleman Group. The email stated the following:\n\n\u201cThe earliest that we can get a company out there to pick your goods up is 8/12 \u2013 8/14.  We are currently in the middle of peak season and every moving company is booked at least 2 weeks out, if not more.  I can get you scheduled for one of those days if you would like.\u201d\n\nI called this agent back because I was frustrated by the lack of communication. She was frustrated on her end too, because understandably she was just opening up my file. Her response: \u201cWe don\u2019t even have signed paperwork from you. Do we even have a moving survey?\u201d\n\nThey did have a moving survey. They did not have signed paperwork. Was that supposed to be sent to me at some point during these few weeks of correspondence? This was my first time ever looking into/planning to use a moving company. I did not have much experience with the \""norms\"" of moving, but I think that weeks of lapsed communication is unacceptable.\n\nI am 5 days out from my move and have to think of a Plan B!"
5,They packed my belongings very well. No problems with damage. Fast shipping and delivery when my things arrived. Awesome service.
5,"Great experience. Movers were prompt, handled my stuff well, and very professional. Jon and Jorge were fast too."
2,Half of our bedding is broken and out accessories and they broke every song piece of glass we had. Also they tried to be sneaky and not put down the stuff that they took (Silver car rims and two TVs) on to the paper with the numbers but still wrote it down on the other paper. I am flabbergasted by the stupidity and audacity of these movers.
5,Jorge and Kai were very friendly and professional they handle my things with extreme care and did everything in a timely manner definitely recommended!
2,"Our goods made it in a timely fashion, but our television was destroyed. The company has not refunded us even after 4 months."
1,"We just received our household goods. Not only was nothing labeled \u201cfragile\u201d, half of our things were broken. As well as they managed to just throw our weapons in with everything else and they all fell out when the door was opened to the crate. As of right now we are missing a weapon. Not only did the movers ignore me while I tried to give direction, they would only deal with my husband and threw everything together. I had to tell them multiple times to pack things and they seemed irritated when I\u2019d ask them to pack it. Now we have to file claims and go through everything to make sure other high value items aren\u2019t missing."
5,"We called in despair, needing to get the last of our possessions moved between homes.  A friend had recommended AAA after their move in Fall 2012. Laurie was able to schedule us in the next day! Tino and Misa worked quickly and efficiently to pack and move everything. I really appreciated their efficiency and professionalism. Out of desperation, came relief by way of AAA Moving and Storage. While it wasn't cheap, it was cheaper than another mortgage payment! We would use them again any day."
1,"I was almost killed by two Allied truck drivers. If these people don't care about safe driving, I highly doubt they care about your valuables. Maybe think about training your drivers to stop at red lights."
5, null
5, null
5, null
5, null
5, null
5,"We would highly recommend this tour!    It was a great way to get a quick understanding of the context and layout of the city, as well as an entertaining introduction to the historical significance of this area.  We were a family with three teenagers that was visiting Seward for the first time.  Jonas picked us up at the train depot in an immaculate van. He was friendly, courteous and relaxed.  What we particularly enjoyed was his personal connection to this place.  He shared stories from his youth in Seward and pointed out sights that we never would have found on our own.  Jonas smoothly guided us through multiple sights - town highlights, glaciers, salmon runs and eagles nesting - while engaging thoughtfully with the many questions from our kids.  While it is easy to enjoy the beauty of Seward on the surface, it was way more impactful to have this tour.  Now, we feel like we can appreciate it at a deeper level.  Time and money well spent!!!"
5,Jonah was incredible! He showed us all around Seward  and he was extremely knowledgeable of the history. It made our vacation extra special
5,"Seward City Tour is awesome! My husband and I received high quality service at a very reasonable price. Seward City Tour picked us up from our place at the Seward Military Resort and took us to least 4 wonderful places: city tour, tour to the Exit Glacier, visit to the Sea life Center and a delicious lunch at Ray's. The tour guide, Jonah is very knowledgeable about the history of Seward, he made sure we spent our day to the fullest in learning about the city of Seward and experience the beauty of Exit Glacier and the Sea life Center.  My husband and I highly recommend Seward City Tour."
5,This tour has great info and history about Seward. Our tour guide was friendly and professional. This is a great way to start your trip in Seward.
5,"My husband and I both give our strongest recommendation to Seward City Tours. Their service is excellent and really added to our enjoyment of our visit to the City of Seward. We arrived by train and the tour guide was waiting for us on the platform. As we walked toward the bus, he called us by name and introduced himself as Jonah. Jonah was an excellent guide, a life long resident of Alaska and Seward; he was very familiar with state and local history. Jonah was also able to relate personal experiences growing up and living in Seward that added a special charm to the tour.\n\nIn addition to the friendly and knowledgeable guide, the tour itself was a perfect blend of activities. Segments of guided touring were interspersed with free time where we were able to enjoy an excellent meal at a local restaurant, tour the Seward Sea Life Center, and take a short hike up to a glacier. At the end of the tour, we felt we knew the lay of the land and something of the culture of Seward, and were comfortable striking out on our own to get a closer look at some of the sights of this beautiful local and wonderful community.\n\nWe have been on other tours in various places, but we both agree we that this tour was a great experience that set the tone for our entire visit. We have never felt as welcome as we did in Seward. Thanks Jonah!"
5,Great way to see this little town and you get the grand tour and see all the wall art on the buildings they have some very nice ones
5,"Fantastic way to spend your time after disembarking your Inner Passage cruise. We booked the Alaskan Dome train for 6pm and were unsure what to do. Jonah and his wife were amazing. Took our luggage to the train station, and then took us to see the sites and lunch for the next four hours depositing us at the train in time for our departure. Jonah is an amazing host and so nice. Support these people as they are so great."
5,Seward City Tours is a must if your wanting a tour from someone who really knows and loves the area. Jonah went above and beyond. My husband and I really enjoyed the tour and Jonah's personality is amazing!
5,Great tour if Seward with the owner and operator!  Great to have a native/local of Seward give the tour.  Thanks Jonah!
5,"This bus tour was a great introduction and orientation to Seward.  Our driver was very personable and informative about the history of the town, things to see and do, places to eat.  The highlight was a short stop along the water where we saw sea otters, sea lions and even a humpback whale just off shore - without having to pay hundreds of dollars for a whale watching boat excursion!  Our driver said that the SeaLife Center in Seward was a must see.  He was absolutely right!"
5,"We had a tour with Jonah yesterday\nGreat tour and very knowledgeable, personable tour by someone who was born and raised in the area\nLow key sales approach (none) and we had a great day\nExtremely recommended for a good value and a great day"
5,We happened upon Jona at the train depot. He was professional and courteous.  His van was clean and newer. He gave us a great city tour with a lot of local tid bits. He was really enthusiastic about Seward. We had an included lunch at Rays which was delicious.  We visited the Sea life park and Exit Glacier with a stop at an Eagles \ud83e\udd85 Nest.\n\nIt was a great tour and I recommend the company highly\n\nFYI the walk to exit glacier viewing  is about one mile round trip. It is a well maintained relatively flat walk
5,"What a wonderful experience!  Jonah, who is a native seward resident, gave a wonderful tour with lots of very informative stories.  Yen was very kind on the phone and helped set up our group.  They were very accommodating since we had a couple special requests. They also had some good suggestions on where to eat and what to see. Jonah picked us up at the port, took us on a wonderful tour,  gave us time to eat lunch and walk the city and then brought us to our hotel in Anchorage. We were celebrating our parents 60th wedding anniversary and our parents really enjoyed the whole trip.  Thanks to SewardCity tours for the incredible service!"
5,"Thoroughly enjoyed our tour with Jonah.  We met him at the disembarkation center for Norwegian, and spent a wonderful afternoon getting to know him and Seward."
5,"Highly recommended activity if you're traveling to Seward, Alaska!"
5, null
5, null
5, null
5,Good people with a good attitude
5,Full of ducks and shorebirds
5,Crystal and Jamie are the best waitresses in the North!
5,Great place to turn
5,Always an excellent place to stay! Always try to book there first.  Perfect location!
5,We got a great little room with these guys on short notice and the price was very affordable. We accidentally left some belongings in the room and they went above and beyond to return them to us. Thank you guys for the hospitality! We'll definitely stay here again.
5,Currently closed except for lodging we had the privilege of staying there last week and thoroughly enjoyed our time! Great location right downtown with easy access to everything wonderful hostess!
5,I LOVE THIS PLACE! It's CUTER than a button and super cozy. Trisha is so awesome and extremely helpful. There were homemade cookies in my room awaiting my arrival. A fire going in the reading room. I seriously just want to live here!  Oh... and there's a FRENCH PRESS in my room!!!! LOVE!!
5,"One of my Favorite Stops in Alaska,  by far. Someone on the Alcan Highway told us to stop in here, and the experience lived up to our expectations!!! It took me a little 'getting use to sitting at a shared table with strangers' . . but isn't the the whole point of eating at a Roadhouse!!!  \ud83e\udd29 #quaint #friendly #yummyfood #reasonableprices"
5,Outstanding breakfast to go! Highly recommend the Rudolph-in-a-Parka and Strawberry Rhubarb Pasties!
5,They have the absolute best cinnamon rolls.
5,"Out of all the places we visited on our 2 week visit of Alaska, this was the place I remembered the most. So unique and fun and interesting inside, I\u2019d go all the way up to this town again just to visit this establishment"
5,Amazing place. This is heaven on earth.
5,Beautiful cozy place and delicious food!
5,"Arthur, MK, and Ted led a great kayaking trip! Our accommodations and meals were also amazing. I highly recommend Fox Island!"
4,"(Translated by Google) Good. 20190608.NorthWestern Glacier Kenai Fjord Kenai Fjord National Park: The Kenai Fjord Tour cruise departs from the city where I stay, Seward Sur, sailing to the south, passing Fox Island (the resort center of the island) The staff also took this cruise ship, disembarked from the island to work here), Resurrection Bay, Rugged Island, Chiswell Islands and other small islands and sea areas, and then turned to the northwest, passing through the sea areas such as Granite Island and Harris Bay, arrived at the Northwestern Glacier NorthWestern Fjord. (20190606-0609 (1 person self-driving tour) Alaska Early Summer Glacier Tour)\n\n(Original)\nGood. 20190608.NorthWestern Glacier\u897f\u5317\u51b0\u6cb3\u904a\u8239 Kenai Fjord \u57fa\u5948\u5cfd\u7063\u570b\u5bb6\u516c\u5712\uff1aKenai Fjord Tour\u7684\u904a\u8239\u5f9e\u6211\u4f4f\u5bbf\u7684\u57ce\u5e02 Seward\u8607\u723e\u5fb7\u51fa\u767c\uff0c\u5411\u5357\u908a\u7684\u6d77\u57df\u822a\u884c\uff0c\u7d93\u904e Fox Island(\u5c0f\u5cf6\u7684\u5ea6\u5047\u4e2d\u5fc3\u7684\u5e7e\u4f4d\u5de5\u4f5c\u4eba\u54e1\u4e5f\u642d\u4e58\u6b64\u904a\u8239\uff0c\u5728\u6b64\u4e0b\u8239\u4e0a\u5cf6\u4e0a\u73ed\u5de5\u4f5c)\u3001Resurrection Bay\u3001Rugged Island\u3001Chiswell Islands\u7b49\u5c0f\u5cf6\u53ca\u6d77\u57df\uff0c\u518d\u8f49\u5411\u897f\u5317\u884c\u99db\uff0c\u7d93\u904e Granite Island\u3001Harris Bay\u7b49\u6d77\u57df\uff0c\u62b5\u9054 \u897f\u5317\u51b0\u6cb3NorthWestern Glacier\u6240\u5728\u7684 NorthWestern Fjord \u897f\u5317\u5cfd\u7063\u3002(20190606-0609(1\u4eba\u81ea\u99d5\u904a)\u963f\u62c9\u65af\u52a0 \u521d\u590f \u51b0\u6cb3\u4e4b\u65c5 )"
5,We had a wonderful time with exceptional guides and a very experienced pilot who found us good snow and kept us safe.  Fantastic food and comfortable accommodations.  Thank you Tabitha!
5,"An amazing trip, epic snow, and a team that will deliver on your Heli trip expectations! Our guide Brian was top notch, and the pilot amazed. They found the best lines and snow, even with some heart pounding drop offs. Can't wait to go back!"
5,"WOW! Sitting here in the airport on my way home from Alaska, looking through all of my photos from the past week with Black Ops Valdez and already wishing I was back in that heli!\n\nI was taken care of from the minute I arrived ... they even arranged for my ski bag to come over from Anchorage in a shuttle after it was bumped off the flight and would have delayed my trip for days.\n\nTOP NOTCH HELI SKI GUIDES, truly the best of the best - veteran big line skiers and world class athletes who spend time with you to make sure you feel completely comfortable with each line before skiing it. We were dropped onto the landing zone, met by killer powder and then took a sunset run onto a glacier and then swept back to base for a cheers and welcome back.\n\nWe also had a day of cat skiing and drank high end scotch in a glacier ... barely felt like real life!\n\nThere is a reason that people come to Black Ops Valdez year after year and new clients seek them out ... they are truly THE BEST!"
5,"What an experience!   This operation is top notch all the way from the skiing to the accommodations and food.   The staff and the guides were fantastic.  Although the snow conditions were not ideal, our guide (Jerry is the Man) found us great untracked snow and some of the best turns I\u2019ve had the pleasure to experience.  The scenery was also breathtaking.  Completely lived up to my bucket list dreams.   Highly recommended you do this if you can."
5,The only way to fully experience the AK terrain. This organization was very professional and went above and beyond to ensure our heli-skiing experience was perfect. I would highly recommend this operation to anyone at any skill level. Thx Black Ops- we'll be back!
5, null
5,good...
3,A lots of money
4, null
5,very nice...
5,Nice lawn.
5, null
5,good...
5,"Friendly and helpful clerks.  They made getting our new library cards ready, as we are new on the island.  There is a good selection of books, a beautiful Alaska book room, and a very nice selection of DVDs\nThank you"
4,I love the library and have been with it for 6 years so far it an amazing library but watch out for the grumpy old guy makes a fuss about EVERYTHING but other than that it\u2019s amazing
1,"I walked in to the public library with my sister and mother to use the computer but they were shut off. I walked back to my mom and sister then an old man who works at the library told me if I had a book, i said \""no\"" he told me I had to leave if I wasnt going to read. I walked to an area inside the library near the bathrooms and some kids came in the room after I did, they sat and played video games the old  man came in and asked the kids the same question he asked me, they also said \""no\"" he told them they cant sit and play games. The female staff are kind and I never have problems with them. I hope the public library helps deal the old man who works at the library."
5,Library have free WiFi.
5,Great selection of books!
5,nice....
2,"(Translated by Google) Free internet is great, but the speed of this internet is very slow. Something to download or update you need to spend the whole day for a couple of hundred meters.\n\n(Original)\n\u0411\u0435\u0441\u043f\u043b\u0430\u0442\u043d\u044b\u0439 \u0438\u043d\u0442\u0435\u0440\u043d\u0435\u0442 \u044d\u0442\u043e \u043e\u0442\u043b\u0438\u0447\u043d\u043e, \u043d\u043e \u0441\u043a\u043e\u0440\u043e\u0441\u0442\u044c \u044d\u0442\u043e\u0433\u043e \u0438\u043d\u0442\u0435\u0440\u043d\u0435\u0442\u0430 \u043e\u0447\u0435\u043d\u044c \u043c\u0435\u0434\u043b\u0435\u043d\u043d\u0430\u044f. \u0427\u0442\u043e \u043b\u0438\u0431\u043e \u0441\u043a\u0430\u0447\u0430\u0442\u044c \u0438\u043b\u0438 \u043e\u0431\u043d\u043e\u0432\u0438\u0442\u044c \u043d\u0443\u0436\u043d\u043e \u0446\u0435\u043b\u044b\u0439 \u0434\u0435\u043d\u044c \u043f\u043e\u0442\u0440\u0430\u0442\u0438\u0442\u044c \u043d\u0430 \u043f\u0430\u0440\u0443 \u0441\u043e\u0442\u0435\u043d \u043c\u0435\u0442\u0440\u043e\u0432."
5, null
5,Good bank 5*
5,24 hour Atm.
5,star...
3, null
1, null
5, null
1, null
5,"New coffee shop, the first business run by the local tribe in Saxman. Good coffee, nice location, convenient for a drink before or after going to the totem museum \ud83d\uddff"
5,"Tastiest \""xtra tuff\"" chai and place to enjoy it on the island! Large, yet warm and cozy coffee spot/community space that takes you back to the good times before *bucks. LOVE IT!"
5,An excellent espresso pull in a beautiful spot run by wonderfully nice people!
5,Actually pretty cool place. Definitely not a typical lame ketchikan spot. Kind of reminds me of a native south side version of green coffee bean. 
5,Great cup of coffee and meeting place.  Beautiful view of Tongass Narrows
5,"Amazing, quality coffee. So glad to have Koot\u00e9eyaa in Ketchikan."
5,"Excellent coffee house just at the entrance to the Saxman Totem pole village. Kooteeyaa is Tlingkit for totem. The building also serves as the meeting place for the council. When we got there, 5th generation Haida artist Lee Wallace was demonstrating his carving skills. He is known for the totems at the Cape Fox Lodge. They formally will have a grand opening September 8."
5, null
1,"UPS is a joke in Juneau, and they should have some self respect and shut down, let USPS and FedEx handle everything. The last 3 times I ordered something UPS, it has ended up in Anchorage for a \u201csecurity check\u201d that lasted over a week\u2026 tell me, why does it take a week to check headphones? A laptop? And even a backpack?! It\u2019s so bonkers. When I try to go to the customer center to get answers, they\u2019re only open for 2 hours a day, and when I can finally get in, the employees are just and clueless as me, and rude to boot. I will be extra careful never to have anything shipped through UPS ever again, and UPS corporate should take note\u2026 this location is a stain on their entire reputation."
1,"If it were not for Amazon returns via UPS, I wouldn't choose UPS in Juneau, very limited weekday hours, very inconvenient, need a car to get to their location.  I came during their daytime, found the door locked, later informed they were short on personnel.  Another time, I tried to place a package in their outside collection boxes, my Amazon return package was too big to fit inside completely, the package was never received.  My first choice is USPS, even with its current degraded service, it's just more convenient with multiple locations, longer hours of service."
1,UPS is not able to serve Juneau in a timely manner. Use the United States Postal Service (USPS) for much faster service.
5,May be hard to find but good service!
1,"I have never received a package delivered by this company in a timely manner. It is overly common for packages to bypass the city I live in and sit in Anchorage for 3 to 5 business days, not including weekends. At this point, if I can avoid internet purchases that do not use UPS, I will do so. The latest frustration is yet another package sitting in Anchorage for 6 days. It\u2019s maddening to spend hard earned money on needed items and know that the company that is paid to deliver them will let them sit for days."
1,DO NOT USE UPS IN JUNEAU! Packages leave the lower 48 in a timely manner only to sit in Anchorage for a week or more. You'll have better luck getting a personal response from Santa Claus than a local UPS agent. Choose FedEx if you're given an option.
1,UPS service in Juneau is very poor. Expect 7 day delays for an 'overnight' delivery
5,Always great dependable service
1,I ordered AirPods from Best Buy and they hot shipped for next day air it has now been almost 5 days and they keep saying it\u2019s getting stopped by security 2 times a day I mean man cmon  you guys as a shipping company should really get that figured out because usps doesn\u2019t have that problem it\u2019s just completely annoying I wish I could choose who\u2019d they ship my package with
1,Left a 137 package blocking my retired neighbor's driveway and in the rain so it would get ruined.
1,"Update your hours when they dramatically change.\n\nUsing UPS in Juneau has been exceptionally frustrating: not only do residents here rely on this service more because we aren\u2019t on the road system, but the normal operating hours for dropping off a package are extremely limited (typically 9-11am and 7-8pm).\n\nNow, several months into the COVID-19, UPS suddenly changes their operational hours to one hour ONLY in the morning, with NO NOTICE here that the hours have changed.\n\nThis is ridiculous. Some basic communication with the public would be helpful."
1,"Said attempted delivery. I was HOME and nope, no one knocked on my door. Called UPS and got runaround for 30 minutes trying to locate package. Really???? Are you kidding me? Their service has certainly declined greatly."
2,There hours of Business is terrible. Wish there\u2019s a ups had more employees for longer hours and/or a place to drop off your boxes
